City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Honningsvag,NO,70.98,25.97,38.7,82,100,13.49,overcast clouds
349,Jeremie,HT,18.65,-74.12,80.87,75,100,6.4,overcast clouds
350,Homer,US,59.64,-151.55,51.8,53,1,5.82,clear sky
351,Komsomolsk-Na-Amure,RU,50.55,137.02,42.91,78,100,24.58,overcast clouds
352,Carutapera,BR,-1.2,-46.02,77.32,85,0,6.29,clear sky
353,Vestmannaeyjar,IS,63.44,-20.27,45.27,67,100,25.79,overcast clouds
354,Pacifica,US,37.61,-122.49,61.0,77,20,12.75,few clouds
355,Ancud,CL,-41.87,-73.82,45.0,93,40,5.82,light intensity drizzle
356,Dondo,MZ,-19.61,34.74,69.8,94,75,3.36,broken clouds
357,Santa Ana,US,33.75,-117.87,69.8,60,90,5.82,overcast clouds
358,Oksfjord,NO,70.24,22.35,39.2,80,92,11.41,overcast clouds
359,Lamar,US,33.67,-95.58,53.01,81,40,4.7,scattered clouds
360,Pingliang,CN,35.54,106.69,53.73,60,95,0.58,overcast clouds
361,San Carlos De Bariloche,AR,-41.15,-71.31,44.6,80,75,16.11,broken clouds
362,Shengjin,AL,41.81,19.59,57.2,93,75,4.7,broken clouds
363,Berlevag,NO,70.86,29.09,38.46,75,100,15.41,overcast clouds
364,Talnakh,RU,69.49,88.4,12.2,92,75,8.95,light snow
365,Santa Maria,BR,-29.68,-53.81,69.94,82,0,5.99,clear sky
366,Kavaratti,IN,10.57,72.64,81.66,69,0,6.64,clear sky
367,Asfi,MA,32.3,-9.24,63.46,80,0,14.12,clear sky
368,Teodoro Sampaio,BR,-22.53,-52.17,74.97,82,45,3.69,scattered clouds
369,Amalapuram,IN,16.58,82.02,80.6,74,0,6.93,haze
370,Nuuk,GL,64.18,-51.72,26.6,79,100,9.17,overcast clouds
371,Shingu,JP,33.73,135.98,60.8,44,20,17.22,few clouds
372,Cayenne,GF,4.93,-52.33,82.4,78,20,6.93,few clouds
373,Luzhou,CN,28.87,105.44,67.19,71,100,2.24,overcast clouds
374,Mocuba,MZ,-16.84,36.99,66.36,95,0,2.17,clear sky
375,Paamiut,GL,61.99,-49.67,28.81,84,100,5.14,overcast clouds
376,Ascension,US,30.22,-90.9,64.4,82,90,11.41,overcast clouds
377,Chara,RU,56.91,118.26,25.36,91,100,0.65,overcast clouds
378,Noyon,FR,49.58,3.0,57.2,82,90,20.8,overcast clouds
379,Suicheng,CN,33.9,117.93,60.08,51,84,6.85,broken clouds
380,Severnoye,RU,56.35,78.36,25.54,87,100,13.42,overcast clouds
381,Maceio,BR,-9.67,-35.74,73.4,94,0,3.36,clear sky
382,Thompson,CA,55.74,-97.86,24.8,68,90,4.7,light snow
383,Dongsheng,CN,39.82,109.98,47.05,57,0,11.5,clear sky
384,Kilindoni,TZ,-7.91,39.67,78.84,79,49,10.71,scattered clouds
385,Souillac,MU,-20.52,57.52,69.8,94,75,16.11,light intensity shower rain
386,Kupang,ID,-10.17,123.58,89.6,59,20,2.24,few clouds
387,Ola,RU,59.58,151.28,39.78,77,100,14.05,overcast clouds
388,Tiksi,RU,71.69,128.87,9.93,91,100,27.16,overcast clouds
389,Aripuana,BR,-9.17,-60.63,73.71,90,86,2.42,light rain
390,Stornoway,GB,58.21,-6.39,48.2,87,85,31.09,light rain
391,Puri,IN,19.8,85.85,77.0,94,40,2.24,mist
392,Igrim,RU,63.19,64.42,23.63,97,100,9.71,light snow
393,Takoradi,GH,4.88,-1.76,76.98,89,28,8.1,scattered clouds
394,Tamandare,BR,-8.76,-35.1,76.98,80,17,7.87,few clouds
395,Churapcha,RU,62.0,132.43,11.55,95,19,3.58,few clouds
396,Maxixe,MZ,-23.86,35.35,72.01,85,78,7.81,broken clouds
397,Gat,IL,31.61,34.76,78.8,50,75,5.82,broken clouds
398,Slave Lake,CA,55.28,-114.77,23.0,62,90,17.22,overcast clouds
399,Adrar,MR,20.5,-10.07,87.4,13,100,4.81,overcast clouds
400,Acari,PE,-15.43,-74.62,64.53,64,49,4.09,scattered clouds
401,Petawawa,CA,45.9,-77.33,37.4,59,90,3.04,overcast clouds
402,Laguna,US,38.42,-121.42,66.99,63,1,6.93,clear sky
403,Aktau,KZ,43.65,51.2,59.0,87,90,8.95,overcast clouds
404,Bayanday,RU,53.07,105.51,33.37,94,100,5.39,overcast clouds
405,Buribay,RU,51.96,58.16,45.05,93,48,7.45,scattered clouds
406,Shenjiamen,CN,29.96,122.3,64.11,58,2,4.83,clear sky
407,Salalah,OM,17.02,54.09,71.6,49,0,5.82,clear sky
408,Matay,EG,28.42,30.78,65.12,58,0,7.25,clear sky
409,Riyadh,SA,24.69,46.72,59.0,38,0,2.01,clear sky
410,Mvuma,ZW,-19.28,30.53,59.38,62,0,5.97,clear sky
411,Taksimo,RU,56.34,114.88,24.75,92,100,1.07,overcast clouds
412,Mpika,ZM,-11.83,31.45,63.37,51,100,6.06,overcast clouds
413,Dmytrivka,UA,45.97,28.99,58.59,88,100,0.94,overcast clouds
414,Schiffdorf,DE,53.53,8.65,57.2,76,100,14.99,overcast clouds
415,Alekseyevka,RU,50.63,38.69,52.05,90,83,6.91,broken clouds
416,Tarancon,ES,40.01,-3.01,48.99,93,0,2.24,clear sky
417,Zlobin,HR,45.29,14.65,57.99,93,75,3.36,broken clouds
418,Iquique,CL,-20.22,-70.14,62.6,82,90,10.29,overcast clouds
419,Teya,RU,60.38,92.63,25.11,96,99,5.1,light snow
420,Olinda,BR,-8.01,-34.86,80.6,74,75,8.05,broken clouds
421,Chuy,UY,-33.7,-53.46,61.59,97,10,4.27,clear sky
422,Udachnyy,RU,66.42,112.4,8.6,92,0,6.71,clear sky
423,Yaan,NG,7.38,8.57,71.76,93,100,6.6,light rain
424,Sur,OM,22.57,59.53,74.43,54,0,8.99,clear sky
425,Mahendranagar,NP,28.92,80.33,65.16,53,0,4.56,clear sky
426,Yenagoa,NG,4.92,6.26,75.61,93,100,3.4,overcast clouds
427,Moissala,TD,8.34,17.77,73.98,86,100,2.66,overcast clouds
428,La Palma,US,33.85,-118.05,68.0,67,99,3.0,overcast clouds
429,Kaabong,UG,3.48,34.15,67.91,72,0,7.63,clear sky
430,Fort Nelson,CA,58.81,-122.7,30.2,42,40,2.24,scattered clouds
431,Waingapu,ID,-9.66,120.26,85.93,59,100,5.17,overcast clouds
432,Tobermory,CA,45.25,-81.67,28.99,91,85,3.15,overcast clouds
433,Katherine,AU,-14.47,132.27,89.6,52,98,11.41,overcast clouds
434,Chapleau,CA,47.84,-83.4,28.4,92,90,2.24,overcast clouds
435,Sicamous,CA,50.83,-118.99,32.0,76,1,2.33,clear sky
436,Clarence Town,AU,-32.58,151.78,60.8,93,90,19.46,light rain
437,Asau,RO,46.43,26.4,53.01,98,100,2.42,light rain
438,Dwarka,IN,22.24,68.97,81.3,54,0,4.65,clear sky
439,Kathmandu,NP,27.72,85.32,57.2,93,20,2.24,few clouds
440,Podor,MR,16.65,-14.96,86.0,42,0,10.74,clear sky
441,Rundu,NA,-17.93,19.77,69.42,27,3,3.76,clear sky
442,Humaita,BR,-7.51,-63.02,76.57,85,47,3.38,moderate rain
443,Kazuno,JP,40.18,140.79,53.6,66,75,17.22,light intensity shower rain
444,Kenai,US,60.55,-151.26,50.0,65,75,11.41,broken clouds
445,General Pico,AR,-35.66,-63.76,68.76,89,41,11.52,moderate rain
446,Porbandar,IN,21.64,69.61,80.47,59,66,5.12,broken clouds
447,La Romana,DO,18.43,-68.97,78.8,88,20,9.6,few clouds
448,Bignona,SN,12.81,-16.23,80.6,94,0,2.24,clear sky
449,Savonlinna,FI,61.87,28.88,30.2,92,40,1.12,scattered clouds
450,Teguldet,RU,57.31,88.17,25.9,96,100,10.4,light snow
451,San Cristobal,VE,7.77,-72.22,66.61,87,24,1.1,few clouds
452,Coffs Harbour,AU,-30.3,153.13,79.0,69,75,12.75,broken clouds
453,Surt,LY,31.21,16.59,67.05,72,0,6.22,clear sky
454,Solnechnyy,RU,50.72,136.63,37.67,88,100,17.54,overcast clouds
455,Lucea,JM,18.45,-78.17,75.2,83,75,3.36,shower rain
456,Masty,BY,53.41,24.54,46.8,94,0,6.69,clear sky
457,Vadgaon,IN,20.94,74.87,73.92,61,0,1.3,clear sky
458,Cockburn Town,TC,21.46,-71.14,83.66,80,90,20.09,light rain
459,Malinyi,TZ,-8.93,36.13,75.06,71,2,4.29,clear sky
460,Oxilithos,GR,38.58,24.12,64.0,68,100,4.38,overcast clouds
461,Ust-Kan,RU,50.93,84.76,11.95,85,25,4.72,scattered clouds
462,Bambanglipuro,ID,-7.95,110.28,81.66,77,69,8.28,light rain
463,Palasa,IN,18.77,84.42,75.16,65,100,2.95,overcast clouds
464,Goderich,CA,43.75,-81.72,41.0,85,77,7.67,broken clouds
465,Kinlochleven,GB,56.71,-4.97,48.0,78,100,8.01,overcast clouds
466,Pacific Grove,US,36.62,-121.92,64.4,68,20,10.29,few clouds
467,Makat,KZ,47.65,53.35,53.78,92,100,9.73,overcast clouds
468,Polyanka,UA,50.26,27.69,47.07,95,100,5.06,overcast clouds
469,Diu,IN,20.71,70.98,78.58,59,12,5.08,few clouds
470,Novosergiyevka,RU,52.09,53.65,44.65,88,100,3.15,overcast clouds
471,Akalkot,IN,17.53,76.22,73.8,76,4,4.92,clear sky
472,Turukhansk,RU,65.82,87.98,8.73,95,100,5.32,overcast clouds
473,Kalety,PL,50.56,18.89,46.0,100,75,2.24,fog
474,Sars,RU,56.55,57.14,38.35,98,100,8.3,overcast clouds
475,Teguise,ES,29.06,-13.56,68.0,68,0,9.17,clear sky
476,Sisimiut,GL,66.94,-53.67,22.24,88,0,13.09,clear sky
477,Tombouctou,ML,20.0,-3.0,88.2,13,0,10.47,clear sky
478,Kuusamo,FI,65.97,29.18,26.6,100,90,6.93,overcast clouds
479,Corozal,CO,9.32,-75.29,75.22,90,100,3.13,overcast clouds
480,Palana,RU,59.12,159.97,39.11,70,100,5.26,overcast clouds
481,Washington,US,47.5,-120.5,37.4,55,90,4.7,overcast clouds
482,Lamu,KE,-2.27,40.9,78.8,83,40,13.0,haze
483,Longyearbyen,SJ,78.22,15.64,21.2,79,75,1.12,broken clouds
484,Kavieng,PG,-2.57,150.8,84.33,69,72,1.88,light rain
485,Rio Grande,BR,-32.03,-52.1,69.01,88,88,8.68,overcast clouds
486,Vakhrushev,RU,48.98,142.97,44.8,81,100,13.42,light rain
487,Morwa,IN,22.9,73.83,71.87,51,1,0.98,clear sky
488,Taltal,CL,-25.4,-70.48,58.33,73,100,5.55,overcast clouds
489,Luau,AO,-10.71,22.22,66.94,86,89,2.62,overcast clouds
490,Nouadhibou,MR,20.93,-17.03,73.4,64,0,16.11,clear sky
491,Dinagat,PH,9.96,125.59,83.05,77,100,18.9,light rain
492,Yambio,SS,4.57,28.4,68.77,95,97,1.81,overcast clouds
493,Benghazi,LY,32.12,20.07,70.0,67,0,7.18,clear sky
494,Gobabis,NA,-22.45,18.97,71.98,22,100,8.75,overcast clouds
495,Novovarshavka,RU,54.17,74.69,31.86,86,100,17.13,overcast clouds
496,Muscat,OM,23.61,58.59,71.6,68,0,4.7,clear sky
497,Stokmarknes,NO,68.56,14.91,39.0,87,0,8.99,clear sky
498,Ostersund,SE,63.18,14.64,33.01,98,100,12.75,overcast clouds
499,Port Hardy,CA,50.7,-127.42,46.4,45,5,12.75,clear sky
500,Gboko,NG,7.32,9.0,73.18,89,100,5.79,light rain
501,Bathsheba,BB,13.22,-59.52,82.4,74,40,24.16,scattered clouds
502,Magdagachi,RU,53.45,125.8,34.43,82,0,3.51,clear sky
503,Lata,PT,40.16,-8.33,63.0,91,97,8.99,overcast clouds
504,Anacortes,US,48.51,-122.61,44.01,60,0,4.0,clear sky
505,Solginskiy,RU,61.05,41.34,30.43,98,74,6.89,broken clouds
506,Necochea,AR,-38.55,-58.74,59.0,87,3,8.01,clear sky
507,Pombia,IT,45.65,8.63,52.0,93,75,2.24,fog
508,Doha,QA,25.29,51.53,77.0,69,0,3.36,clear sky
509,Berbera,SO,10.44,45.01,81.41,62,58,5.41,broken clouds
510,Victor Harbor,AU,-35.57,138.62,55.0,56,35,3.0,scattered clouds
511,Smithers,CA,54.78,-127.17,28.4,46,5,5.82,clear sky
512,Uglich,RU,57.53,38.33,38.34,82,99,1.83,overcast clouds
513,Puerto Escondido,MX,15.85,-97.07,84.2,74,90,4.7,overcast clouds
514,Bandiagara,ML,14.35,-3.61,75.2,41,0,4.7,clear sky
515,Mitsamiouli,KM,-11.38,43.28,78.31,78,0,14.38,clear sky
516,Viking,CA,53.1,-111.77,15.69,90,100,8.08,overcast clouds
517,Cerqueira Cesar,BR,-23.04,-49.17,67.5,92,63,4.94,broken clouds
518,Pedernales,DO,18.04,-71.74,81.23,71,100,10.22,overcast clouds
519,Ucluelet,CA,48.93,-125.55,50.0,53,20,8.05,few clouds
520,Morondava,MG,-20.28,44.28,75.36,65,92,10.31,overcast clouds
521,Seminole,US,28.71,-81.21,77.0,88,1,3.36,clear sky
522,Butembo,CD,0.15,29.28,58.21,99,98,2.55,light rain
523,Pitkyaranta,RU,61.57,31.48,36.28,84,0,7.27,clear sky
524,Sorbhog,IN,26.5,90.87,73.06,95,85,9.17,light rain
525,Shellbrook,CA,53.22,-106.4,23.0,67,90,11.41,overcast clouds
526,Choya,RU,52.01,86.55,18.34,92,0,3.51,clear sky
527,Ketchikan,US,55.34,-131.65,44.6,33,1,4.7,clear sky
528,Ygatimi,PY,-24.08,-55.5,73.72,78,0,1.79,clear sky
529,Chicama,PE,-7.84,-79.15,63.91,78,22,5.21,few clouds
530,Bonnyville,CA,54.27,-110.73,23.0,62,90,8.05,overcast clouds
531,Viransehir,TR,37.24,39.76,66.04,24,100,3.58,overcast clouds
532,Krasnyy Oktyabr,RU,56.12,38.88,40.1,90,100,2.82,overcast clouds
533,Charlestown,AU,-32.95,151.67,61.0,98,100,1.99,moderate rain
534,Tyukalinsk,RU,55.87,72.2,29.93,98,100,18.25,overcast clouds
535,Deputatskiy,RU,69.3,139.9,7.52,90,0,7.58,clear sky
536,Ouesso,CG,1.61,16.05,70.29,97,100,1.79,overcast clouds
537,Meadow Lake,US,34.8,-106.54,75.2,14,75,18.34,broken clouds
538,Saint-Pierre,RE,-21.34,55.48,66.2,48,0,4.7,clear sky
539,Mancio Lima,BR,-7.61,-72.9,78.94,67,1,2.19,clear sky
540,Kruisfontein,ZA,-34.0,24.73,57.99,91,0,1.01,clear sky
541,Uzunovo,RU,54.54,38.62,45.88,96,100,1.05,light rain
542,Odweyne,SO,9.41,45.06,68.14,25,0,4.09,clear sky
543,Kijang,KR,35.24,129.21,55.4,54,0,6.93,clear sky
544,Port-Cartier,CA,50.03,-66.87,39.0,64,20,6.93,few clouds
545,Daru,PG,-9.08,143.21,83.5,73,88,8.77,overcast clouds
546,Sapa,PH,5.15,120.32,83.95,72,98,2.13,overcast clouds
547,Diffa,NE,13.32,12.61,80.4,23,78,11.27,broken clouds
548,Dingli,MT,35.86,14.38,68.0,77,0,13.87,clear sky
549,Mae Sai,TH,20.43,99.88,70.0,85,33,0.72,scattered clouds
550,Marzuq,YE,14.4,46.47,60.94,30,0,2.19,clear sky
551,Cananea,MX,30.95,-110.3,69.01,25,50,6.96,scattered clouds
552,Mashhad,IR,36.3,59.61,42.8,70,0,4.7,clear sky
553,Oranjemund,NA,-28.55,16.43,59.52,91,93,9.22,overcast clouds
554,Harper,LR,4.38,-7.72,77.41,88,0,6.06,clear sky
555,Belaya Gora,RU,68.53,146.42,17.33,95,100,3.58,overcast clouds
556,Ulladulla,AU,-35.35,150.47,54.0,81,90,12.75,overcast clouds
557,Morant Bay,JM,17.88,-76.41,84.2,83,75,18.34,broken clouds
558,San Vicente,AR,-26.62,-54.13,61.72,98,0,2.95,clear sky
559,Neka,IR,36.65,53.3,61.88,37,0,4.25,clear sky
560,Guanare,VE,9.04,-69.74,73.92,91,4,2.13,clear sky
561,Kununurra,AU,-15.77,128.73,93.2,56,82,6.93,broken clouds
562,Fernley,US,39.61,-119.25,64.99,24,0,1.99,clear sky
563,Baghdad,IQ,33.34,44.4,60.8,44,0,1.12,clear sky
564,Tulagi,SB,-9.1,160.15,87.8,84,20,5.82,few clouds
565,Natchitoches,US,31.77,-93.13,55.4,93,90,8.05,overcast clouds
566,Half Moon Bay,US,37.46,-122.43,64.4,93,90,3.36,mist
567,Neiafu,TO,-18.65,-173.98,77.0,94,90,4.7,overcast clouds
568,Sayan,PE,-11.14,-77.19,66.52,61,88,2.59,overcast clouds
569,Shache,CN,38.42,77.24,46.08,45,100,9.1,overcast clouds
570,Effingham,US,32.37,-81.33,73.4,88,40,4.7,scattered clouds
571,Manyana,BW,-23.4,21.72,73.98,26,95,1.03,overcast clouds
572,Kaniama,CD,-7.57,24.18,66.13,94,66,2.93,light rain
573,La Ronge,CA,55.1,-105.28,24.8,58,90,10.29,light snow
574,Senador Pompeu,BR,-5.59,-39.37,79.63,69,23,9.48,light rain
575,Tarko-Sale,RU,64.92,77.78,12.22,96,66,8.88,broken clouds
576,Lebowakgomo,ZA,-24.2,29.5,62.6,77,0,5.82,clear sky
577,Jiuquan,CN,39.74,98.52,41.04,66,98,7.87,overcast clouds
578,Nyaunglebin,MM,17.95,96.73,76.69,90,95,1.36,overcast clouds
579,Klyuchi,RU,52.27,79.17,29.86,77,97,13.85,overcast clouds
580,Mollendo,PE,-17.02,-72.01,62.96,75,54,5.35,broken clouds
581,Seybaplaya,MX,19.65,-90.67,84.2,74,75,16.11,broken clouds
582,Samarinda,ID,-0.5,117.15,83.23,74,100,1.54,overcast clouds
583,Changji,CN,44.02,87.32,41.0,86,0,4.47,clear sky
584,Chimbote,PE,-9.09,-78.58,62.04,85,37,7.05,scattered clouds
585,Kindu,CD,-2.95,25.95,70.68,97,99,1.5,moderate rain
586,Birin,NP,26.89,88.07,58.53,100,59,1.5,broken clouds
587,Husavik,IS,66.04,-17.34,41.0,80,90,20.8,drizzle
588,Vila Franca Do Campo,PT,37.72,-25.43,66.2,93,40,10.29,scattered clouds
589,Kishanganj,IN,26.12,87.93,73.47,90,52,1.92,broken clouds
590,Whyalla,AU,-33.03,137.58,55.4,66,75,13.87,broken clouds
591,Glendive,US,47.11,-104.71,15.8,72,90,11.41,overcast clouds
592,Ust-Ishim,RU,57.69,71.17,29.35,98,100,11.95,overcast clouds
593,Menongue,AO,-14.66,17.69,63.91,51,1,1.63,clear sky
594,Pindiga,NG,9.98,10.93,74.79,37,58,2.82,broken clouds
595,Ovalle,CL,-30.6,-71.2,51.39,65,0,1.5,clear sky
596,Mangaratiba,BR,-22.96,-44.04,71.15,90,100,6.46,light rain
597,Saint-Louis,SN,16.33,-15.0,86.0,42,0,8.28,clear sky
598,Usinsk,RU,65.99,57.53,20.57,93,100,3.85,overcast clouds
599,Touros,BR,-5.2,-35.46,77.0,88,40,4.7,scattered clouds
600,Lompoc,US,34.64,-120.46,66.2,63,90,11.41,overcast clouds
601,Ardakan,IR,32.31,54.02,53.6,34,0,4.7,clear sky
602,Rio Gallegos,AR,-51.62,-69.22,44.6,93,90,5.82,overcast clouds
603,Whitianga,NZ,-36.83,175.7,65.84,67,30,7.83,scattered clouds
604,Magnor,SE,59.95,12.2,46.0,100,100,8.05,moderate rain
605,Kargil,IN,34.57,76.1,27.55,87,1,4.09,clear sky
606,Umm Lajj,SA,25.02,37.27,82.2,30,0,6.76,clear sky
607,Fushun,CN,41.86,123.92,48.2,49,100,2.24,overcast clouds
608,Shahr-E Babak,IR,30.12,55.12,43.16,59,0,5.17,clear sky
609,Igarapava,BR,-20.04,-47.75,68.16,93,80,3.62,light rain
610,Byumba,RW,-1.58,30.07,68.0,77,40,4.7,scattered clouds
611,Quatre Cocos,MU,-20.21,57.76,69.8,94,75,16.11,light intensity shower rain
612,Sept-Iles,CA,50.2,-66.38,39.0,64,20,6.93,few clouds
613,Camacha,PT,33.08,-16.33,62.6,77,20,3.36,few clouds
614,Komsomolskiy,UZ,40.43,71.72,39.2,64,98,4.7,overcast clouds
615,Vrangel,RU,42.73,133.08,46.71,57,0,16.37,clear sky
616,Arman,RU,59.7,150.17,41.25,75,100,5.12,overcast clouds
617,Luxor,EG,25.7,32.64,73.4,43,0,9.08,clear sky
618,Hamilton,US,39.18,-84.53,48.0,70,20,3.36,few clouds
619,Zeya,RU,53.75,127.27,36.21,75,0,4.36,clear sky
620,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,76.86,80,11,8.12,few clouds
621,Manjeshwar,IN,12.72,74.89,75.2,88,40,3.36,mist
622,Phan Thiet,VN,10.93,108.1,79.41,78,11,2.17,few clouds
623,Zirandaro,MX,18.45,-100.98,79.74,74,64,1.28,broken clouds
624,Cankuzo,BI,-3.13,30.58,60.89,90,100,2.66,overcast clouds
625,Dali,CN,25.7,100.18,57.43,88,99,1.68,overcast clouds
626,Novo Aripuana,BR,-5.12,-60.38,74.07,98,99,2.59,heavy intensity rain
627,Kimbe,PG,-5.55,150.14,90.99,52,51,4.92,broken clouds
628,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,75.79,90,97,2.1,moderate rain
629,Arzamas,RU,55.39,43.84,43.59,88,100,1.88,light rain
630,Ati,TD,13.22,18.34,82.13,17,60,14.0,broken clouds
631,Ahuimanu,US,21.44,-157.84,87.8,55,40,8.05,scattered clouds
632,Baoning,CN,25.34,110.03,64.4,77,75,2.24,broken clouds
633,Quelimane,MZ,-17.88,36.89,73.4,88,0,5.82,clear sky
634,Saratoga Springs,US,43.08,-73.78,46.99,61,75,3.0,broken clouds
635,Mattawa,US,46.74,-119.9,41.0,48,90,9.17,overcast clouds
636,Farah,AF,32.5,62.5,40.33,61,0,4.29,clear sky
637,Karratha,AU,-20.74,116.85,78.01,49,0,11.16,clear sky
638,Jablunka,CZ,49.38,17.95,50.0,93,90,6.93,fog
639,Bokoro,TD,12.38,17.06,81.61,20,92,10.56,overcast clouds
640,Emba,KZ,48.83,58.14,46.71,60,100,11.72,overcast clouds
641,Emerald,AU,-23.53,148.17,78.01,78,75,5.82,broken clouds
642,Nemyriv,UA,48.97,28.84,49.48,95,100,6.51,overcast clouds
643,Kempele,FI,64.91,25.5,32.0,88,0,4.7,clear sky
644,Tyup,KG,42.73,78.36,33.13,79,79,2.33,broken clouds
645,Araouane,ML,18.9,-3.53,86.97,13,0,9.37,clear sky
646,Yining,CN,29.04,114.56,59.32,63,99,1.12,overcast clouds
647,Pangnirtung,CA,66.15,-65.71,16.61,87,86,5.37,overcast clouds
648,Kahului,US,20.89,-156.47,91.4,46,40,12.75,scattered clouds
649,Lokoja,NG,7.8,6.74,76.24,86,100,2.82,overcast clouds
650,Merrill,US,45.18,-89.68,30.2,68,1,4.27,clear sky
651,Muros,ES,42.78,-9.06,60.01,95,100,14.0,light rain
652,Lipetsk,RU,52.6,39.57,48.2,93,40,4.47,light intensity shower rain
653,Salinopolis,BR,-0.61,-47.36,79.65,81,0,10.38,clear sky
654,Yarmouth,US,41.71,-70.23,62.6,93,90,5.82,overcast clouds
655,Esso,RU,55.93,158.7,33.12,90,100,9.4,overcast clouds
656,Winneba,GH,5.35,-0.62,80.6,83,0,8.05,clear sky
657,Pedara,IT,37.62,15.06,64.99,72,40,9.17,scattered clouds
658,Hervey Bay,AU,-25.3,152.85,80.6,61,75,16.11,broken clouds
659,Menomonie,US,44.88,-91.92,26.01,62,1,3.36,clear sky
660,Khorixas,NA,-20.37,14.97,63.28,50,48,1.86,scattered clouds
661,Sydney,AU,-33.87,151.21,59.0,87,90,27.51,light intensity shower rain
662,Malinovoye Ozero,RU,51.68,79.78,30.76,79,100,12.28,overcast clouds
663,Verkhovazhye,RU,60.75,42.05,33.08,93,95,6.71,overcast clouds
664,Coruripe,BR,-10.13,-36.18,76.86,78,46,9.98,scattered clouds
665,Kismayo,SO,-0.36,42.55,79.99,80,73,11.77,broken clouds
666,Vao,NC,-22.67,167.48,73.31,79,100,13.82,overcast clouds
667,Dudinka,RU,69.41,86.18,12.2,92,75,8.95,light snow
668,Ciudad Bolivar,VE,8.12,-63.55,80.26,76,14,8.43,few clouds
669,Hualmay,PE,-11.1,-77.61,62.38,84,77,7.83,broken clouds
670,Trincomalee,LK,8.57,81.23,79.57,79,100,12.33,overcast clouds
671,Belaya Kholunitsa,RU,58.84,50.85,27.63,98,0,5.48,clear sky
672,Masumbwe,TZ,-3.63,32.18,69.04,73,80,1.79,broken clouds
673,Sao Felix Do Xingu,BR,-6.64,-51.99,72.25,94,87,1.36,heavy intensity rain
674,Itacarambi,BR,-15.1,-44.09,70.34,86,100,2.55,overcast clouds
675,Doka,SD,13.52,35.77,75.06,69,0,5.46,clear sky
676,Makaha,US,21.47,-158.22,86.0,70,75,5.82,broken clouds
677,Korla,CN,41.76,86.15,39.99,82,0,1.01,clear sky
678,Tocopilla,CL,-22.09,-70.2,62.6,65,50,6.51,scattered clouds
679,Aklavik,CA,68.22,-135.01,23.0,67,75,4.7,broken clouds
680,Riachao,BR,-7.36,-46.62,76.39,79,100,2.28,overcast clouds
681,Payo,ID,-3.75,103.64,78.84,82,100,1.61,overcast clouds
682,Karachi,PK,24.91,67.08,66.2,72,0,5.82,smoke
683,Popondetta,PG,-8.75,148.25,91.81,50,20,5.75,few clouds
684,Dunedin,NZ,-45.87,170.5,71.01,43,100,21.0,overcast clouds
685,Baker City,US,44.77,-117.83,30.0,73,2,8.01,clear sky
686,Tome,CL,-36.62,-72.95,51.8,93,40,3.36,scattered clouds
687,Nuevo Progreso,MX,23.17,-97.95,78.01,65,14,1.01,few clouds
688,Ca Mau,VN,9.18,105.15,80.92,83,73,2.04,light rain
689,Vung Tau,VN,10.35,107.08,80.51,79,14,5.32,light rain
690,Mustafakemalpasa,TR,40.04,28.41,60.01,100,0,4.7,clear sky
691,Moranbah,AU,-22.0,148.05,89.62,34,0,15.1,clear sky
692,Mosquera,CO,4.71,-74.23,55.4,82,20,2.24,few clouds
693,Fecamp,FR,49.76,0.37,53.6,87,100,14.99,moderate rain
694,Midland,US,32.0,-102.08,69.8,40,93,4.7,overcast clouds
695,Talaya,RU,61.38,152.75,33.64,90,100,2.89,overcast clouds
696,Riachao Das Neves,BR,-11.75,-44.91,73.89,77,90,3.44,overcast clouds
697,Celestun,MX,20.87,-90.4,80.78,80,44,14.76,scattered clouds
698,Dzaoudzi,YT,-12.79,45.27,78.8,74,40,5.82,scattered clouds
699,Ballina,AU,-28.87,153.57,82.4,65,0,6.93,clear sky
